date,title,category,content
20200414,Taiwan’s CPBL first in world to open 2020 baseball season,Society,"Taiwan’s Chinese Professional Baseball league kicked off its 2020 season with the Chinatrust Brothers facing off against the Uni-President 7-Eleven Lions April 12 at Taichung Intercontinental Baseball Stadium in the central city, marking the year’s first pro baseball game held anywhere in the world as other leagues remain shut down due to the COVID-19 pandemic. Though the stands were empty, viewers around the country tuned in to watch the Lions soundly defeat the Brothers with a 4-1 win. A major highlight of the game was the first home run of the season, hit to left field by the Lion’s Kevin Cheng in the top of the second inning, giving his team an early 1-0 lead. Among the estimated 800,000 spectators tuning in was dedicated baseball fan President Tsai Ing-wen, who posted to her Facebook page a picture of herself enjoying the game from her home in Taipei City. Precautions were made to ensure the safety of the players such as conducting the season behind closed doors, limiting staffers involved in each game to under 200 and requiring reporters covering the game to register in advance. The CPBL’s measures were praised by media outlets about the world, including major U.S. news networks CBS and NBC. In an effort to encourage those watching from home to maintain good personal hygiene, the CPBL released a new temporary logo showing a baseball player washing his hands. (TYT-E)"
20200413,Taiwan-Denmark startup develops rapid test kit for COVID-19,Society,"A rapid test kit for COVID-19 has been developed by the joint efforts of Taiwan-Denmark startup BluSense Diagnostics and Taoyuan City-headquartered Ten-Chen Medical Group in northern Taiwan, the Ministry of Science and Technology announced April 10. The test kit, which has a sensitivity rate of up to 90 percent, can detect the virus in only 12 minutes from a single drop of blood, the MOST said. It can be used to diagnose asymptomatic cases and determine whether it is safe to release a COVID-19 patient from the hospital. Preliminary clinical trials were carried out with promising results last week at Hvidovre Hospital, the second-largest medical center in Denmark. Additional testing will be conducted in hospitals in Italy over the following week, with the kit estimated to receive EU certification in May. The startup’s efforts were made possible in part by subsidies from the MOST’s Germination Program, which was launched in 2011 with the goal of encouraging investment in new technologies. BluSense Diagnostics, established in 2014, combines Taiwan’s ICT know-how with Denmark’s bioengineering expertise. The company’s biotech research center is located in Copenhagen, while its hub for equipment production and hardware and software development is in Taoyuan. (TYT-E)"
20200408,Taiwan celebrates national Freedom of Expression Day,Society,"Minister of Interior Hsu Kuo-yung paid tribute to the memory of those who struggled for freedom of expression in Taiwan April 7 during the opening ceremony of an event series at Taipei City-based National 228 Memorial Museum, spotlighting the country’s commitment to democracy and human rights. Praising Taiwan’s ranking as the second freest country in Asia and 25th freest of the 195 countries and 15 territories evaluated in the 2020 Freedom in the World report published by U.S.-based nongovernmental organization Freedom House, Hsu advised citizens not to take their rights for granted. In the midst of the COVID-19 pandemic, he warned of the potential for disinformation to undermine the freedom that democracy activists fought hard to attain. Joining Hsu in commemorating national Freedom of Expression day was President Tsai Ing-wen. In a post on her official Facebook page, she compared free speech to an antibody providing protection against disease, adding that a democratic and transparent society is immune to false information. Premier Su Tseng-chang also took to social media in recognition of the day, vowing through his official Line account that the government would tirelessly guard the right of the people to speak without fear for generations to come. The Executive Yuan designated April 7 as national Freedom of Expression Day in December 2016 in memory of Cheng Nan-jung, a publisher and activist who sacrificed his life in pursuit of democracy. This year marks the 31st anniversary of his death on April 7, 1989. (TYT-E)"
20200408,NT$120M donated by Taiwan public to help combat coronavirus in Italy,Society,"A call for help by a Taiwan-based Italian priest in combating the coronavirus outbreak in his home country has been met by an overwhelming display of generosity from the public. More than 20,000 donations worth over NT$120 million (US$3.98 million) were made after Rev. Giuseppe Didone, an 80-year-old member of the Catholic Order of the Ministers of the Infirm based in northeastern Taiwan’s Yilan County, made an appeal April 2 asking for help with disease relief efforts in Italy. In a letter released April 7 through Camillian Saint Mary’s Hospital in Yilan’s Luodong Township, Rev. Didone said despite knowing Taiwan is a country of kindness, he was still amazed by the outpouring of support, adding that he is indebted to the love shown by all who contributed. Although the fundraising campaign was intended to run through April 15, the priest said his church is no longer accepting donations having reached its target. According to Rev. Didone, the church will use part of the funds to purchase medical supplies for shipment to Italy, with a fixed amount forwarded to either the Holy See or the church’s headquarters in Italy to help those affected by the pandemic. The reverend, who was granted ROC (Taiwan) citizenship in late 2017, said he is truly grateful to have been dispatched to the country 55 years ago. The goodwill of local people has reaffirmed his intention to spend the remainder of his life in Taiwan, he added. (SFC-E)"
20200407,CECC unveils new guidelines for combating coronavirus,Society,"New guidelines have been unveiled by the Central Epidemic Command Center designed to combat any potential spread of coronavirus in Taiwan, spotlighting the government’s continued commitment to maintaining public health and economic prosperity. Effective April 3, hospital visitations are not allowed except for in exceptional circumstances such as when needing to attend diagnostic assessments for patients receiving critical care or to visit patients who have undergone surgery or intrusive treatment. In addition, individuals who have visited crowded areas during the April 2-5 holiday should conduct self-health management for 14 days. This includes avoiding public places as much as possible, wearing a mask when going out, taking body temperature twice daily and notifying authorities if any symptoms associated with COVID-19 develop. To minimize the risk of transmission, the CECC advises the public to follow the government’s social distancing guidelines and practice proper hygiene. The CECC also announced users of public transportation must wear masks and undergo temperature checks at stations countrywide, with failure to comply subject to a fine of up to NT$15,000 (US$500). A new rule is also being considered requiring patrons, staffers and vendors at restaurants, night markets and wet markets to wear masks, it said. Statistics from the CECC reveal 376 confirmed cases of COVID-19 in Taiwan as of April 7, including five deaths. A total of 1,297,690 cases have been identified in 181 other countries and territories. (SFC-E)"
20200331,MOEA publishes list of Taiwan patents for potential COVID-19 treatments,Society,"A list of Taiwan patents for drugs undergoing clinical trials that might be effective against COVID-19 was published by the Intellectual Property Office under the Ministry of Economic Affairs March 12, spotlighting efforts to provide transparent information regarding potential treatments. The patent status released by the IPO includes protections on drugs’ composition, ingredients, usages and preparations as well as the duration of patent rights and license numbers. Medications on the list fall into three levels of legal protection. First are those with domestic patents covering their active ingredients like remdesivir, danoprevir and novaferon, used to treat Ebola, hepatitis C and hepatitis B, respectively. Some of the medications have partial protections not covering active ingredients, such as lopinavir/ritonavir, fingolimod and bevacizumab, which help manage acquired immune deficiency syndrome, multiple sclerosis and cancer, respectively. The others are medicines whose patents have expired, including oseltamivir, hydroxychloroquine and eculizumab, for curing influenza, malaria and hemoglobinuria, respectively. According to Chang Shan-chwen, infectious disease expert at the Central Epidemic Command Center, three patients were already being treated with remdesivir as of March 26. Hydroxychloroquine is also expected to improve the condition of those with less severe symptoms, he added. The IPO provided the list as a reference for local pharmaceutical companies seeking potential coronavirus therapies. Article 59 of the Patent Act states that carrying out necessary acts to exploit inventions for research or experimental purposes does not constitute patent infringement, the IPO added. (YCH-E)"
20200330,Taiwan tightens COVID-19 measures for upcoming holiday,Society,"Taiwan is set to step up measures combating COVID-19 to better protect the health and well-being of its people during the upcoming Tomb Sweeping Festival, according to the Ministry of Transportation and Communications March 26. The new measures come into effect April 1 and include temperature checks for passengers at the Taiwan High Speed Rail stations of Taipei, Taoyuan, Taichung, Tainan and Zuoying; 192 stops along the Taiwan Railways Administration train routes; and all airports, bus stations, highway service areas and post offices. Those who have two successive readings of over 37.5°C by forehead thermometer or 38°C by ear thermometer will be prohibited from entering these public facilities. To facilitate screening, thermal imaging cameras will be installed at the five THSR stations and 22 TRA stops ahead of the four-day holiday, the ministry said. All stations on the THSR system will be disinfected every two hours, and only reserved seats will be available April 2-5 to prevent overcrowding, it added. All THSR and TRA stations throughout the country are expected to have temperature checks in place from May 1. According to the MOTC, the constraints are in line with Article 37 of the Communicable Disease Control Act, which gives the government the right to restrict or prohibit patients or suspected patients with communicable diseases from taking public transportation or entering specific places during epidemics. Latest statistics from the CECC show 306 confirmed cases of COVID-19 in Taiwan as of March 30, with five deaths. A total of 702,879 cases have been identified in 176 other countries and territories. (YCH-E)"
20200327,PERC ranks Taiwan 5th least corrupt country in Asia-Pacific,Society,"Taiwan was ranked as the fifth least corrupt economy in the Asia-Pacific region in the latest Corruption Perception Index report released March 24 by Hong Kong-based Political and Economic Risk Consultancy Ltd. The country’s score of 5.15 in the annual survey, improved from last year’s 5.37, saw it finish behind Singapore, Australia, Japan and Hong Kong. Economies evaluated in the report are ranked on a scale of zero to 10, with zero the best possible result. The Agency Against Corruption under the Ministry of Justice said the index shows government efforts to root out graft are paying dividends. Ethical oversight measures are expected to see sustained results over the long term, it added. Commitment to anti-corruption is an important indicator of a country’s determination to enhancing global competitiveness, the AAC said, adding that the government will continue society-wide measures to increase public transparency and promote clean governance. The index was compiled based on the opinions of local and international businesspeople working in the region. Other economies included are Cambodia, China, India, Indonesia, Macau, Malaysia, South Korea, Thailand, Vietnam, the Philippines and the U.S. Established in 2011, the AAC aims to align the country’s standards with the U.N. Convention against Corruption while promoting the integrity of policy planning, preventing corruption and investigating and prosecuting ethical violations. (YCH-E)"
20200326,CECC advises against large public gatherings amid coronavirus pandemic,Society,"The Central Epidemic Command Center March 25 advised organizers to halt large-scale indoor and outdoor events—those with more than 100 and 500 people, respectively—to contain the spread of coronavirus in Taiwan. Events with large crowds often require people to sit or stand in close proximity for extended periods, creating a dangerous environment that heightens the risk of disease transmission, the CECC said. Given the increasing number of confirmed cases in Taiwan, the CECC added, event organizers should conduct risk assessments based on six indicators stated in the center’s Guidelines for Large-Scale Public Gatherings issued March 5. These include whether organizers can obtain attendees’ details beforehand and ensure they practice good hand hygiene and wear surgical masks throughout, as well as the quality of air ventilation and overall duration of the event. Following the CECC directive, Taipei City-based National Palace Museum announced that the number of visitors to its main facility and southern branch in Chiayi County will be limited to 100 at a time until further notice. NPM also said all visitors will be asked to remain 1.5 meters apart, with a designated waiting area set up if the maximum number of individuals allowed is reached. Latest statistics from the CECC reveal 252 confirmed cases of COVID-19 in Taiwan as of March 26, with two deaths. A total of 455,501 cases have been identified in 175 other countries and territories. (SFC-E)"
20200326,4 Taiwan restaurants named among Asia’s best,Society,"Four Taiwan eateries have made the latest list of Asia’s 50 Best Restaurants announced March 24 by U.K.-based William Reed Business Media Ltd. Mume, a modern Michelin-starred restaurant in Taipei City, was the highest Taiwan entry at 18th overall. Its chefs are famous for using the latest European cooking techniques to create dishes featuring underappreciated local ingredients including fresh herbs and flowers. Placing 26th was JL Studio, which serves unique Singaporean cuisine in the central city of Taichung. Other recipients included Taipei-based restaurants Raw, established by world-famous chef Andre Chiang, 36th; and Shoun RyuGin, featuring traditional Japanese-style set meals, 43rd. This year’s winners were announced via livestream as the world continues to deal with the COVID-19 pandemic, according to the organizer. Richie Lin, head chef of Mume, said it was a great honor to earn this recognition, adding that his staff members were delighted to share the moment by watching the videocast together. According to Lin, the prize has been a great encouragement amid the temporary decrease in patrons due to the coronavirus. Launched in 2013, the annual list is decided by an academy of 300 acclaimed chefs, restaurant owners and food connoisseurs from six regions across Asia. This year’s edition was topped by Singapore’s Odette, Hong Kong’s The Chairman and Japan’s Den, in that order. (YCH-E)"
20200325,Foreign Minister Wu talks Taiwan’s COVID-19 response on Fox Business,Society,"Taiwan’s strategy for combating coronavirus (COVID-19) relies on a whole of government approach and open communication backed by the lessons learned from dealing with severe acute respiratory syndrome, according to Foreign Minister Jaushieh Joseph Wu March 24. The experience managing SARS in 2003 has helped Taiwan when compared with other countries confronting the disease, Wu said. “We were hit very hard, and we learned how to deal with it. The whole government established how to deal with the situation.” Wu made the remarks during an interview for ""Mornings with Maria"" on U.S.-based TV network Fox Business. According to the minister, the government started to take action in late December last year when it learned that there were cases of pneumonia of unknown cause in Wuhan. Measures included setting up the Central Epidemic Command Center, implementing onboard screening for passengers from the Chinese city and strengthening border checks at airports for all visitors. Not only was the country’s medical system properly prepared for the epidemic, but a series of policy announcements were rolled out to help industries cope with any economic impact, Wu added. The minister said a key contributor to the success of the government’s disease-fighting efforts has been keeping the public fully abreast of developments at home and abroad, with health officials offering daily press briefings and updates through social media channels. “I think, overall, this is quite successful."" This is the second time Wu has appeared on an international network discussing how Taiwan is managing the global pandemic, following a March 19 interview with the Canadian Broadcasting Corp. (SFC-E)"
20200324,Taiwan bans airline transit to combat COVID-19,Society,"Airline passengers cannot transit in Taiwan from March 24 to April 7 as part of government efforts to contain the spread of COVID-19, according to the Central Epidemic Command Center. As the coronavirus pandemic continues to escalate and the number of imported infections in Taiwan grows, the CECC said the measure will reduce risk of contagion induced by cross-border passenger flow. The move follows an entry ban introduced in Taiwan last week on most nonresident foreign citizens. In response to the concerns held by many visitors regarding the policy’s impact, the Bureau of Consular Affairs under the Ministry of Foreign Affairs said noncitizens who entered on or before March 21 via standard visitor arrival channels and who have not exceeded their legal stay will receive an automatic 30-day extension for a maximum stay of 180 days. The BOCA said it will continue to monitor the spread of the disease abroad and adjust the country’s immigration regulations accordingly. Latest statistics from the CECC reveal 215 confirmed cases of COVID-19 in Taiwan as of March 23, with two deaths. A total of 366,414 cases have been identified in 171 other countries and territories. (SFC-E)"
20200324,"NCTU, TSMC unveil breakthrough for IC manufacturing",Society,"An indigenously developed advance in integrated circuit technology was unveiled by Hsinchu City-based National Chiao Tung University and Taiwan Semiconductor Manufacturing Co. Ltd. March 17 in northern Taiwan. With support from the Ministry of Science and Technology’s Taiwan Consortium of Emergent Crystalline Materials program, the joint research team discovered how to synthesize single-atom-thick sheets of boron nitride. Used as an insulating layer in 2D semiconductors, the sheets are a critical step in industrywide efforts to scale down the size of transistors and increase the efficiency of ICs. The discovery was published in the March issue of Nature, one of the world’s preeminent academic journals. According to the MOST, the collaboration is a milestone in the country’s technological and scientific advancement. Established in 2012, the consortium consists of Taiwan’s top teams specializing in materials science. It commenced a broad-based mission to develop new crystalline materials in 2014. Statistics from Hsinchu County-based Taiwan Semiconductor Industry Association show the country’s semiconductor production value totaled US$86.3 billion in 2019, up 1.7 percent year on year. This is compared with US$412.1 billion globally, down 12.1 percent from 2018. (YCH-E)"
20200423,Online exhibition showcasing Taiwan puppet theater goes live,Culture,"Taiyuan Asian Puppet Theatre Museum in Taipei City has launched an online exhibition titled “Puppet Theatre from Formosa” in partnership with Spain-based Tolosa International Puppet Center (TOPIC) and Taipei Economic and Cultural Office in Spain, the Ministry of Culture announced April 22. Showcasing traditional glove, string and shadow puppets as well as an entire puppet theater, the exhibit was originally set to run March 14 to November 1 at TOPIC in the Basque province of Gipuzkoa but was postponed due to the state of emergency declared March 13 by Spain’s government in a bid to contain the spread of COVID-19. The new opening date is yet to be announced. More than 180 pieces from TAPTM’s collection are to feature in the show, making it one of the most comprehensive Taiwan puppet exhibitions ever held overseas, the MOC said. Now viewers can gain insight into the rich history of the art by appreciating select pieces through TOPIC’s online gallery, which offers detailed descriptions in Chinese, English, French, Spanish and Euskara, the local language of Basque Country, an autonomous community in northern Spain. TOPIC is a comprehensive puppetry center complete with a museum hosting permanent and visiting collections, a 250-seat theater, a digital archive, a residence for artists and researchers and facilities for holding workshops and video conferences. It opened its doors in 2009 with the goal of bringing the art closer to children and adults alike. (TYT-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200420,Taiwan LGBTQ films streaming as part of online charity screening,Culture,"Nine lesbian, gay, bisexual, transgender and queer-related films by Taiwan directors are among 17 works from nine Asian countries being screened online via Vimeo On Demand until May 17 as part of the inaugural U.K.-based Queer East Film Festival. Headlining the Taiwan productions is 88-minute documentary “Small Talk” about the relationship between director Huang Hui-chen and her homosexual mother, spotlighted through a series of intimate conversations. The film won the Teddy Award for best documentary at the 2017 Berlin International Film Festival. The online charity screening also features eight short films on LGBTQ issues in Taiwan, including “Encore,” which depicts the struggle of a gay teenager trying to come out to his mother while preparing for his graduation, and “The Summer of 12,” a story about how camaraderie turns to intimacy in a school swimming team. According to Wang Yi, a Taiwan national residing in the U.K. and director of the event, the festival brings LGBTQ stories together to explore what it means to be East Asian and queer. Despite significant improvements in LGBTQ rights across the world, Wang said progress in Asia has been mixed, with the 2019 legalization of same-sex marriage in Taiwan a landmark development in this regard. By introducing queer storytellers from Asia to a global audience, the festival offers an opportunity to reflect on the obstacles that millions still face today while celebrating the diverse cultures, heritages and identities of communities too often excluded from mainstream discourse, Wang added. Originally set to take place in London from April 18 to May 2 and featuring 29 films from 15 countries, the festival has been rescheduled to later this year due to the impact of the COVID-19 pandemic, the organizer said. (SFC-E)"
20200419,Local comic artists selected for Angouleme residency,Culture,"Taiwan comic artists Adoor Yeh and Doz Lin have been specially selected for a three-month residency at the International City of Comics and Images (CNBDI) in Angouleme, France, the Ministry of Culture announced April 8. Beginning in December, Yeh and Lin will take up their posts at CNBDI’s artists’ residence, which has been receiving visiting cartoonists from around the world since 2002. The experience of living and working in a foreign country is expected to boost the pair’s creative energies and give them the opportunity to collaborate with talented artists from a diverse range of cultural backgrounds, the MOC added. Comic artist and visual designer Adoor Yeh was chosen for her surrealistic submission B’bu-maqaw—meaning Qilan Mountain in the indigenous Atayal language—which she intends to develop into a fantasy-themed graphic novella. The artist began self-publishing comics in 2013, including “Sore Throat,” “Bus Bomb” and “Remote Island,” and has worked with magazines such as Wallpaper*, Wonderland and Interview through Side Door, the studio she launched in 2010. Yeh will be joined by Doz Lin, an animator with a side passion for comics and illustration. His selected work—tentatively titled “Being Hectic”—uses a cool, absurdist style to depict the story of a workaholic who discovers a fresh perspective after experiencing a change of environment. Co-sponsored by the French ministry of Culture and Communication, the Charente County council and the city of Angouleme and the Poitou-Charentes region, CNBDI serves as a cross-cultural artistic hub. In addition to the artists’ residence, its facilities boast a bookshop, a museum, a cinema and two libraries. MIC and CNBDI have cooperated since 2014 to send chosen Taiwan artists to develop comic projects at the French studio. To date, 10 participants have been selected, including the renowned Ao Yu-hsiang. (TYT-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200327,PERC ranks Taiwan 5th least corrupt country in Asia-Pacific,Culture,"Taiwan was ranked as the fifth least corrupt economy in the Asia-Pacific region in the latest Corruption Perception Index report released March 24 by Hong Kong-based Political and Economic Risk Consultancy Ltd. The country’s score of 5.15 in the annual survey, improved from last year’s 5.37, saw it finish behind Singapore, Australia, Japan and Hong Kong. Economies evaluated in the report are ranked on a scale of zero to 10, with zero the best possible result. The Agency Against Corruption under the Ministry of Justice said the index shows government efforts to root out graft are paying dividends. Ethical oversight measures are expected to see sustained results over the long term, it added. Commitment to anti-corruption is an important indicator of a country’s determination to enhancing global competitiveness, the AAC said, adding that the government will continue society-wide measures to increase public transparency and promote clean governance. The index was compiled based on the opinions of local and international businesspeople working in the region. Other economies included are Cambodia, China, India, Indonesia, Macau, Malaysia, South Korea, Thailand, Vietnam, the Philippines and the U.S. Established in 2011, the AAC aims to align the country’s standards with the U.N. Convention against Corruption while promoting the integrity of policy planning, preventing corruption and investigating and prosecuting ethical violations. (YCH-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200313,Tsai Ming-liang showcase kicks off in Washington,Culture,"A retrospective featuring internationally celebrated director Tsai Ming-liang’s films kicks off March 13 at the Smithsonian’s National Museum of Asian Art in Washington. Set to show 19 films at screenings held in New York, Washington and Chicago, the series will open with acclaimed 1994 feature film “Vive L’Amour.” Tsai’s latest work, “Days,” winner of the prestigious Teddy Award at this year’s Berlin International Film Festival, is also among the exhibition’s offerings. As one of the most renowned Second New Wave directors in Taiwan, Tsai is best known for his unreserved attitude toward thematic and cinematographic experimentation. Since 2013 he has shifted his focus to social realism, excelling in portraying feelings of alienation among urban populations and depicting loss and loneliness in a uniquely humorous style. Tsai was born and raised in Malaysia before immigrating to Taiwan to study drama and cinema. His first full-length film, “Rebels of the Neon God,” garnered critical acclaim upon release in 1992. Subsequent productions have received numerous awards and featured in prominent film festivals both at home and abroad. The retrospective exhibition is co-hosted by several organizations and agencies, including Taipei Cultural Center in New York, Taiwan Academy of the Taipei Economic and Cultural Representative Office in the U.S., the Smithsonian’s National Museum of Asian Art and Manhattan-based Museum of Modern Art. (TYT-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200311,TDRI exhibition presents evolution of Taiwan chair design,Culture,"An exhibition portraying the evolution of national chair design opened March 10 at Taiwan Design Museum in Taipei City’s Songshan Cultural and Creative Park, drawing attention to the creative energy behind the everyday furniture item. Co-hosted by Taiwan Design Research Institute and homegrown DHH studio, “Sit Down Please” runs through July 5 and showcases dozens of chairs reflecting the changing aesthetics of seats spanning several generations. According to Gina Hsu, curator of the exhibition, chair design is not only an indicator of industrial development but also an expression of culture. The exhibition is divided into three sections displaying various types of chairs manufactured over the past century in Taiwan, pieces crafted by contemporary local designers and an influential work from abroad. Among the historical pieces on show are iconic bamboo chairs of the 1930s, tulip-shaped plastic chairs of the 1950s and circular chairs of the 1960s. These will strike a nostalgic note for local visitors, Hsu said. Thirteen of Taiwan’s top furniture designers contributed pieces to the exhibition’s contemporary works, which highlight innovations in the use of materials and manufacturing processes, Hsu added. Ergonomics is the central concept of the final section, with the groundbreaking lounge chair created by Charles and Ray Eames in 1956 acting as the focal point. To accentuate the spirit of experimentation embodied by their work, Hsu added a DIY space for visitors to try their hands at chair design. Previously known as Taiwan Design Center, TDRI was co-founded by the Ministries of Economic Affairs and Education with the help of private funds in 2020. The organization strives to make design an integral part of Taiwan industries and give young designers a creative platform. (TYT-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200304,MOFA launches 2020 youth ambassador program,Culture,"The International Youth Ambassadors Exchange Program is now open for entries through to the end of next month, the Ministry of Foreign Affairs announced March 3, spotlighting government efforts to foster the next generation of diplomatic talent. Open to ROC (Taiwan) nationals under 35 years old currently studying on an undergraduate or graduate course in one of the country’s universities or colleges, the program is looking to attract the best and brightest, the MOFA said. Candidates from diverse backgrounds are wanted capable of adapting to the different environments of host countries, it added. Those with a good command of English, Thai or Indonesian are especially encouraged to apply as well as anyone majoring in science, technology, engineering or math subjects, the ministry said, adding a total of 75 youth ambassadors will be chosen. Participants will be split into groups, with each embarking on a 10-day visit to a different country in late August. Host nations include Taiwan’s Pacific ally Tuvalu and New Southbound Policy target countries India, Indonesia, Thailand and the Philippines. A key plank in Taiwan’s national development strategy, the NSP seeks to bolster agricultural, business, cultural, education, tourism and trade ties with the 10 Association of Southeast Asian Nations member states, six South Asian countries, Australia and New Zealand. According to the MOFA, since its launch in 2009, the initiative has dispatched around 200 groups to almost 70 countries and territories around the world. The delegations take part in volunteer activities and seminars and deliver cultural performances. (TYT-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200226,Coproduction of choral classic to premiere in Kaohsiung,Culture,"A new production of anti-war classic “War Requiem,” a collaboration between National Kaohsiung Center for the Arts and London-based English National Opera, is set to hit the stage Feb. 28 and March 1 in the southern Taiwan city. Written by British composer and noted pacifist Benjamin Britten, the 1962 piece is hailed as one of the greatest choral works of the past century. It combines the traditional Latin Mass for the dead with poems by Wilfred Owen, who died fighting in World War I. NKCA’s artistic director Chien Wen-pin said the show is an expression of universal humanist values. Its launch on Peace Memorial Day, commemorating the 228 Incident, gives the performance special relevance because “War Requiem” highlights feelings of helplessness in the face of conflict, he added. According to show director Daniel Kramer, inspiration for the production came from Britain’s recent experiences commemorating 100 years since World War I ended, with the anniversary still fresh in his mind when he proposed the cooperative effort to Chien. Consisting of six movements, “War Requiem” presents Britten’s interpretation of the nature of violent confrontation, the bond between fellow soldiers and love for one’s country. (TYT-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200224,MOC announces 2 winners of National Cultural Award,Culture,"Taiwan’s highest creative prize, the National Cultural Award, was granted to puppet master Chen Hsi-huang and percussionist Ju Tzong-ching, according to the Ministry of Culture Feb. 22. Chen, a traditional glove puppeteer, cut his teeth in New Wan Jan Puppet Theater, which he founded in Taipei City in 1953. He is responsible for many classics of the genre, including 2001 productions “Marco Polo” and “The Wedding of the Mice” made in collaboration with Taipei-based Taiyuan Puppet Theatre Company. Winner of a national cultural heritage preservation award in 2012, 90-year-old Chen was also honored by the MOC for being a guardian of glove puppetry in 2009, as well as for his use of the art form’s classical clothing and headwear in 2011. Ju, who in 1982 became the first Taiwan musician to earn a diploma of music performance in percussion from the University of Music and Performing Arts, Vienna, is known for his tireless efforts popularizing percussive sounds. He founded Taipei-based Ju Percussion Group in 1986 and Taiwan International Percussion Convention in 1993. The 65-year-old was director of National Performing Arts Center in Taipei from 2001 to 2004, during which he transformed it into the country’s first independent administrative corporation. He is now NPAC chairman having returned to the institution in 2017. Minister of Culture Cheng Li-chiun said the award is deserved recognition for Chen and Ju’s outstanding achievements and contributions to local culture. Their lifelong dedication to promoting traditional and performing arts and raising Taiwan’s international profile is deeply appreciated, she added. Established in 1980, the NCA is organized by the Cabinet and MOC. This year’s winners each received a certificate, medallion and NT$1 million (US$32,808) in prize money. (YCH-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200220,Novel collection reflects on legacy of Taiwan’s White Terror,Culture,"A collection of short novels about Taiwan’s White Terror era has been published in Taipei City as the country prepares to mark Feb. 28 Peace Memorial Day. Stemming from a collaboration between New Taipei City’s National Human Rights Museum and Taipei-based Spring Hill Publishing, the anthology comprises stories written by 30 local authors from 1948 to 2017. Those featured in the collection include Huang Chun-ming, a prominent figure during Taiwan’s nativist literature movement in the 1970s; Walis Nokan, a prolific award-winning indigenous writer of Atayal heritage; and the late Wu Chou-liu, an influential Hakka journalist and novelist. According to the publisher, transitional justice can be a painful process characterized by confrontation among ethnicities or political parties as different groups interpret history from their own perspectives. The new collection seeks to heal these divides by building a better understanding of this unsettling period in Taiwan’s past and the profound legacy it has left on local society, the publisher said. The White Terror refers to suppression and prosecution of political dissidents during the country’s time under martial law from May 1948 to July 1987 in Taiwan and November 1992 in outlying Kinmen and Matsu islands. The government has since offered official apologies and taken measures to address past injustices. These include issuing reputation rehabilitation certificates clearing victims of charges, offering compensation to victims or surviving family members and passing legislation to bring the country’s related laws in line with the U.N. International Covenant on Civil and Political Rights and International Covenant on Economic, Social and Cultural Rights. (SFC-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200218,Cloud Gate founder Lin Hwai-min set for London talk,Culture,"Lin Hwai-min, founder and former director of the world-renowned Cloud Gate Dance Theatre, is set to talk about his career Feb. 20 at the Laban Theatre in London during an event spotlighting his long-term contributions to the evolution of Taiwan’s dance and arts scenes. Organized by Taipei Representative Office in the U.K. in collaboration with the Ministry of Culture and London-based Trinity Laban Conservatoire of Music and Dance, “Lin Hwai-Min: In Conversation” will be hosted by The Guardian’s dance writer Judith Mackrell and provide the audience with an insight into the choreographer who led Cloud Gate to the pinnacle of modern dance. Head of TRO in the U.K.’s cultural division Chen Pin-chuan said Lin’s achievements are widely recognized by the international dance community. The event can pave the way for further cooperation and exchanges such as artists-in-residence and joint projects involving talents from both sides, he added. A training session is also scheduled Feb. 21 for the conservatoire’s students featuring Lee Ching-chun, Cloud Gate’s associate artistic director, and Su I-ping, a senior member of the ensemble. Attendees will be introduced to some of the group’s unique techniques inspired by Taiwan culture and martial arts. Cloud Gate was founded in 1973 as the first professional modern dance troupe in the country. Over the decades, it has cultivated a global reputation for innovative works incorporating local cultural elements such as calligraphy, history and Hakka and indigenous music, as well as embarked on international tours across Asia, Europe and North and South America. The group is scheduled to perform Feb. 26-29 at Sadler’s Wells Theatre in London. (YCH-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
20200214,Top Taiwan short earns coveted spot in Dam Short Film Festival,Culture,"“Taiwanese Cha Cha Cha” has beaten stiff competition to earn a coveted spot in the 16th Dam Short Film Festival running Feb. 13-16 in Boulder City, Nevada. The 16-minute submission explores issues of disappearing dialects and generation gaps in Taiwan’s modern society using Director Yang Yu-hui’s signature humorous touch. It previously won Best Foreign Entertainment Narrative Film in Japan’s 2019 Kadoma International Film Festival. Yang was awarded funding from U.S.-based Taiwanese United Fund to produce the short while she was completing her master of fine arts in cinema at San Francisco State University. As an arts and cultural foundation, TUF is dedicated to raising the profile of Taiwanese American heritage in the U.S. and Taiwan. The festival, founded in 2003, was born of co-founders Lee and Anita Lanier’s love of short films. Over the years it has earned a reputation for bringing entertaining and distinctive works of cinematic art no longer than 40 minutes to the silver screen. This year’s lineup will include 146 offerings spanning a range of genres such as animation, comedy, documentary, drama and horror. (TYT-E) Write to Taiwan Today at ttonline@mofa.gov.tw"
